Region,crop type,Year, Area cultivated(Ha),Production(kg),Yeild (kg/ha)
S.N.N.P.R,Maize,2011,237354.61,556546340,2345
S.N.N.P.R,Sorghum,2011,107735.23,175125481,1626
S.N.N.P.R,Millet,2011,3800.09,4266584,1123
S.N.N.P.R,Oats,2011,301.95,288563,956
S.N.N.P.R,Teff,2012,257794.7,293766954,1140
S.N.N.P.R,Barely,2012,82305.24,113651742,1381
S.N.N.P.R,Wheat,2012,125303.57,258140288,2060
S.N.N.P.R,Maize,2012,306431.17,844723248,2757
S.N.N.P.R,Sorghum,2012,122731.01,196715893,1603
S.N.N.P.R,Millet,2012,4097.68,5111567,1247
S.N.N.P.R,Oats,2012,450.16,667083,1482
S.N.N.P.R,Teff,2013,202375.61,251540923,1243
S.N.N.P.R,Barely,2013,82040.19,131467986,1602
S.N.N.P.R,Wheat,2013,138351.34,302233680,2185
S.N.N.P.R,Maize,2013,305204.64,871890174,2857
S.N.N.P.R,Sorghum,2013,131516.72,224519380,1707
S.N.N.P.R,Millet,2013,4873.12,5704020,1171
S.N.N.P.R,Oats,2013,504.7,401405,795
S.N.N.P.R,Teff,2014,259507.5,327506015,1262
S.N.N.P.R,Barely,2014,76763.65,132356026,1724
S.N.N.P.R,Wheat,2014,118349.23,281685626,2380
S.N.N.P.R,Maize,2014,284723.54,887752394,3118
S.N.N.P.R,Sorghum,2014,118211.88,219406699,1856
S.N.N.P.R,Millet,2014,4184.27,4408923,1054
S.N.N.P.R,Oats,2014,420.28,329579,784
S.N.N.P.R,Teff,2015,238539.4,326860266,1370
S.N.N.P.R,Barely,2015,73614.79,126845014,1723
S.N.N.P.R,Wheat,2015,137294.72,334571131,2437
S.N.N.P.R,Maize,2015,310243.28,999868525,3223
S.N.N.P.R,Sorghum,2015,116887.44,247740287,2119
S.N.N.P.R,Millet,2015,4286.6,6466913,1509
S.N.N.P.R,Oats,2015,301.49,415278,1377
S.N.N.P.R,Teff,2016,212098.09,277360093,1308
S.N.N.P.R,Barely,2016,80861.37,142437232,1761
S.N.N.P.R,Wheat,2016,133419.8,334633928,2508
S.N.N.P.R,Maize,2016,325116.61,999735524,3075
S.N.N.P.R,Sorghum,2016,105741.73,215746590,2040
S.N.N.P.R,Millet,2016,3781.22,5273914,1395
S.N.N.P.R,Oats,2016,258.42,0,0
S.N.N.P.R,Teff,2017,246099.24,341254766,1387
S.N.N.P.R,Barely,2017,84037.3,151506493,1803
S.N.N.P.R,Wheat,2017,127211.62,328759190,2584
S.N.N.P.R,Maize,2017,322714.36,1085725550,3364
S.N.N.P.R,Sorghum,2017,97489.29,216894203,2225
S.N.N.P.R,Millet,2017,3626.67,5646942,1557
S.N.N.P.R,Oats,2017,,0,0
S.N.N.P.R,Teff,2018,248124.17,370414919,1493
S.N.N.P.R,Barely,2018,81161.32,154504718,1904
S.N.N.P.R,Wheat,2018,127246.59,339195951,2606
S.N.N.P.R,Maize,2018,314535.17,1196967078,3806
S.N.N.P.R,Sorghum,2018,112193.73,285264082,2543
S.N.N.P.R,Millet,2018,4485.63,7205019,1606
S.N.N.P.R,Oats,2018,337.6,501864,1487
S.N.N.P.R,Teff,2019,236532.28,350828648,1483
S.N.N.P.R,Barely,2019,93643.58,181893969,1942
S.N.N.P.R,Wheat,2019,151583.2,402857455,2658
S.N.N.P.R,Maize,2019,320078.03,1257581630,3929
S.N.N.P.R,Sorghum,2019,102872.44,268432922,2609
S.N.N.P.R,Millet,2019,9670.25,15381202,1591
S.N.N.P.R,Oats,2019,368.68,538295,1460
S.N.N.P.R,Teff,2020,243613.39,383757706,1575
S.N.N.P.R,Barely,2020,89967.31,175567149,1951
S.N.N.P.R,Wheat,2020,145106.35,400771950,2762
S.N.N.P.R,Maize,2020,356365.9,1492438859,4188
S.N.N.P.R,Sorghum,2020,102785.55,284099694,2764
S.N.N.P.R,Millet,2020,10901.17,17550375,1610
S.N.N.P.R,Oats,2020,,0,0
S.N.N.P.R,Teff,2021,234350.83,374427961,1598
S.N.N.P.R,Barely,2021,75440.14,183737285,2436
S.N.N.P.R,Wheat,2021,147640.62,431681366,2924
S.N.N.P.R,Maize,2021,313799.28,1307399393,4166
S.N.N.P.R,Sorghum,2021,62926.09,161787868,2571
S.N.N.P.R,Millet,2021,9362.3,22601497,2414
S.N.N.P.R,Oats,2021,300.75,488326,1624
S.N.N.P.R,Teff,2022,211639.3,328840228,1554
S.N.N.P.R,Barely,2022,70837.95,166442165,2350
S.N.N.P.R,Wheat,2022,142738.62,409266109,2867
S.N.N.P.R,Maize,2022,348216.59,1389362156,3990
S.N.N.P.R,Sorghum,2022,79129.69,197616957,2497
S.N.N.P.R,Millet,2022,9157.31,21567919,2355
S.N.N.P.R,Oats,2022,98.41,143726,1460
Gambela,Teff,1996,,0,0
Gambela,Barely,1996,,0,0
Gambela,Wheat,1996,,0,0
Gambela,Maize,1996,5160,14789000,2866
Gambela,Sorghum,1996,4440,7813000,1760
Gambela,Millet,1996,,0,0
Gambela,Oats,1996,,0,0
Gambela,Teff,1997,,0,0
Gambela,Barely,1997,,0,0
Gambela,Wheat,1997,,0,0
Gambela,Maize,1997,2910,4734000,1627
Gambela,Sorghum,1997,2100,4251000,2024
Gambela,Millet,1997,,0,0
Gambela,Oats,1997,,0,0
Gambela,Teff,1998,,0,0
Gambela,Barely,1998,,0,0
Gambela,Wheat,1998,,0,0
Gambela,Maize,1998,9000,21642000,2405
Gambela,Sorghum,1998,3290,4384000,1333
Gambela,Millet,1998,,0,0
Gambela,Oats,1998,,0,0
Gambela,Teff,1999,,0,0
Gambela,Barely,1999,,0,0
Gambela,Wheat,1999,,0,0
Gambela,Maize,1999,,13607000,0
Gambela,Sorghum,1999,,8294000,0
Gambela,Millet,1999,,0,0
Gambela,Oats,1999,,0,0
Gambela,Teff,2000,,0,0
Gambela,Barely,2000,,0,0
Gambela,Wheat,2000,,0,0
Gambela,Maize,2000,7150,14441000,2020
Gambela,Sorghum,2000,5310,10133000,1908
Gambela,Millet,2000,,0,0
Gambela,Oats,2000,,0,0
Gambela,Teff,2001,,0,0
Gambela,Barely,2001,,0,0
Gambela,Wheat,2001,,0,0
Gambela,Maize,2001,8790,24420000,2778
Gambela,Sorghum,2001,4540,5720000,1260
Gambela,Millet,2001,,0,0
Gambela,Oats,2001,,0,0
Gambela,Teff,2002,4.67,0,0
Gambela,Barely,2002,9.41,2121,225
Gambela,Wheat,2002,,0,0
Gambela,Maize,2002,5110.06,10986748,2150
Gambela,Sorghum,2002,2664.26,3321791,1247
Gambela,Millet,2002,48.38,53555,1107
Gambela,Oats,2002,,0,0
Gambela,Teff,2004,,0,0
Gambela,Barely,2004,,0,0
Gambela,Wheat,2004,,0,0
Gambela,Maize,2004,5967,0,0
Gambela,Sorghum,2004,2945,0,0
Gambela,Millet,2004,40,0,0
Gambela,Oats,2004,,0,0
Gambela,Teff,2005,,0,0
Gambela,Barely,2005,,0,0
Gambela,Wheat,2005,,0,0
Gambela,Maize,2005,,0,0
Gambela,Sorghum,2005,,0,0
Gambela,Millet,2005,,0,0
Gambela,Oats,2005,,0,0
Gambela,Teff,2006,,0,0
Gambela,Barely,2006,,0,0
Gambela,Wheat,2006,,0,0
Gambela,Maize,2006,5842,12558400,2150
Gambela,Sorghum,2006,2889,4128800,1429
Gambela,Millet,2006,,0,0
Gambela,Oats,2006,,0,0
Gambela,Teff,2007,,0,0
Gambela,Barely,2007,,0,0
Gambela,Wheat,2007,,0,0
Gambela,Maize,2007,5842,12558400,2150
Gambela,Sorghum,2007,2889,4128800,1429
Gambela,Millet,2007,,0,0
Gambela,Oats,2007,,0,0
Gambela,Teff,2008,,0,0
Gambela,Barely,2008,,0,0
Gambela,Wheat,2008,,0,0
Gambela,Maize,2008,6823.82,13746677,2015
Gambela,Sorghum,2008,3079.24,5126545,1665
Gambela,Millet,2008,,0,0
Gambela,Oats,2008,,0,0
Gambela,Teff,2009,,0,0
Gambela,Barely,2009,,0,0
Gambela,Wheat,2009,,0,0
Gambela,Maize,2009,,0,0
Gambela,Sorghum,2009,,0,0
Gambela,Millet,2009,,0,0
Gambela,Oats,2009,,0,0
Gambela,Teff,2010,,0,0
Gambela,Barely,2010,,0,0
Gambela,Wheat,2010,,0,0
Gambela,Maize,2010,4792.95,9712493,2026
Gambela,Sorghum,2010,4682.3,9257859,1977
Gambela,Millet,2010,,0,0
Gambela,Oats,2010,,0,0
Gambela,Teff,2011,,0,0
Gambela,Barely,2011,,0,0
Gambela,Wheat,2011,,0,0
Gambela,Maize,2011,6051.1,10245940,1693
Gambela,Sorghum,2011,3528.41,8214646,2328
Gambela,Millet,2011,,0,0
Gambela,Oats,2011,,0,0
Gambela,Teff,2012,,0,0
Gambela,Barely,2012,,0,0
Gambela,Wheat,2012,,0,0
Gambela,Maize,2012,4518.41,10687412,2365
Gambela,Sorghum,2012,3324.79,5497360,1653
Gambela,Millet,2012,,0,0
Gambela,Oats,2012,,0,0
Gambela,Teff,2013,,0,0
Gambela,Barely,2013,26.92,0,0
Gambela,Wheat,2013,,0,0
Gambela,Maize,2013,5070.81,11972488,2361
Gambela,Sorghum,2013,3662.18,8232240,2248
Gambela,Millet,2013,,0,0
Gambela,Oats,2013,,0,0
Gambela,Teff,2014,,0,0
Gambela,Barely,2014,,0,0
Gambela,Wheat,2014,,0,0
Gambela,Maize,2014,4666.49,10107013,2166
Gambela,Sorghum,2014,3050.36,7228069,2370
Gambela,Millet,2014,,0,0
Gambela,Oats,2014,,0,0
Gambela,Teff,2015,,0,0
Gambela,Barely,2015,,0,0
Gambela,Wheat,2015,,0,0
Gambela,Maize,2015,4666.49,10107013,2166
Gambela,Sorghum,2015,3050.36,7228069,2370
Gambela,Millet,2015,,0,0
Gambela,Oats,2015,,0,0
Gambela,Teff,2016,,0,0
Gambela,Barely,2016,,0,0
Gambela,Wheat,2016,,0,0
Gambela,Maize,2016,4080.02,7969537,1953
Gambela,Sorghum,2016,2598.59,4087252,1573
Gambela,Millet,2016,,0,0
Gambela,Oats,2016,,0,0
Gambela,Teff,2017,,0,0
Gambela,Barely,2017,,0,0
Gambela,Wheat,2017,,0,0
Gambela,Maize,2017,4061.5,9144938,2252
Gambela,Sorghum,2017,2846.94,6168695,2167
Gambela,Millet,2017,,0,0
Gambela,Oats,2017,,0,0
Gambela,Teff,2018,,0,0
Gambela,Barely,2018,,0,0
Gambela,Wheat,2018,,0,0
Gambela,Maize,2018,4751.79,12582755,2648
Gambela,Sorghum,2018,1704.1,3792999,2226
Gambela,Millet,2018,,0,0
Gambela,Oats,2018,,0,0
Gambela,Teff,2019,,0,0
Gambela,Barely,2019,,0,0
Gambela,Wheat,2019,,0,0
Gambela,Maize,2019,4040.25,10785938,2670
Gambela,Sorghum,2019,3359.38,7322414,2180
Gambela,Millet,2019,,0,0
Gambela,Oats,2019,,0,0
Gambela,Teff,2020,,0,0
Gambela,Barely,2020,,0,0
Gambela,Wheat,2020,,0,0
Gambela,Maize,2020,,0,0
Gambela,Sorghum,2020,,0,0
Gambela,Millet,2020,,0,0
Gambela,Oats,2020,,0,0
Gambela,Teff,2021,,0,0
Gambela,Barely,2021,,0,0
Gambela,Wheat,2021,,0,0
Gambela,Maize,2021,4831.46,11639114,2409
Gambela,Sorghum,2021,3254.18,3989843,1226
Gambela,Millet,2021,,0,0
Gambela,Oats,2021,,0,0
Gambela,Teff,2022,,0,0
Gambela,Barely,2022,,0,0
Gambela,Wheat,2022,,0,0
Gambela,Maize,2022,5158,23354502,4528
Gambela,Sorghum,2022,4706,5681329,1207
Gambela,Millet,2022,,0,0
Gambela,Oats,2022,,0,0
Harari,Teff,1996,,0,0
Harari,Barely,1996,,0,0
Harari,Wheat,1996,120,0,0
Harari,Maize,1996,680,781000,1149000
Harari,Sorghum,1996,2840,3020000,1063000
Harari,Millet,1996,,0,0
Harari,Oats,1996,,0,0
Harari,Teff,1997,,0,0
Harari,Barely,1997,,0,0
Harari,Wheat,1997,100,70000,700
Harari,Maize,1997,1170,1271000,1086
Harari,Sorghum,1997,3580,3445000,962
Harari,Millet,1997,,0,0
Harari,Oats,1997,,0,0
Harari,Teff,1998,,0,0
Harari,Barely,1998,,0,0
Harari,Wheat,1998,40,28000,700
Harari,Maize,1998,670,534000,797
Harari,Sorghum,1998,2990,2284000,764
Harari,Millet,1998,,0,0
Harari,Oats,1998,,0,0
Harari,Teff,1999,,0,0
Harari,Barely,1999,20,0,0
Harari,Wheat,1999,80,54000,675
Harari,Maize,1999,1140,1265000,1110
Harari,Sorghum,1999,3260,2545000,781
Harari,Millet,1999,,0,0
Harari,Oats,1999,,0,0
Harari,Teff,2000,,0,0
Harari,Barely,2000,30,0,0
Harari,Wheat,2000,200,143000,715
Harari,Maize,2000,1420,1627000,1146
Harari,Sorghum,2000,3910,3184000,814
Harari,Millet,2000,,0,0
Harari,Oats,2000,,0,0
Harari,Teff,2001,,0,0
Harari,Barely,2001,60,57000,950
Harari,Wheat,2001,270,212000,785
Harari,Maize,2001,1080,960000,889
Harari,Sorghum,2001,4990,3781000,758
Harari,Millet,2001,,0,0
Harari,Oats,2001,,0,0
Harari,Teff,2002,,0,0
Harari,Barely,2002,18.04,0,0
Harari,Wheat,2002,99.94,54911,549
Harari,Maize,2002,667.56,826740,1238
Harari,Sorghum,2002,3834.52,3489212,910
Harari,Millet,2002,,0,0
Harari,Oats,2002,,0,0
Harari,Teff,2004,,0,0
Harari,Barely,2004,,0,0
Harari,Wheat,2004,,0,0
Harari,Maize,2004,925,1205300,1302
Harari,Sorghum,2004,5053,4029700,797
Harari,Millet,2004,,0,0
Harari,Oats,2004,,0,0
Harari,Teff,2005,,0,0
Harari,Barely,2005,36,18400,510
Harari,Wheat,2005,,0,0
Harari,Maize,2005,1149,1014800,883
Harari,Sorghum,2005,4649,2605500,561
Harari,Millet,2005,,0,0
Harari,Oats,2005,,0,0
Harari,Teff,2006,1.36,0,0
Harari,Barely,2006,54.68,59453,1087
Harari,Wheat,2006,51.15,44537,871
Harari,Maize,2006,933.06,1214117,1301
Harari,Sorghum,2006,5407.15,4855216,898
Harari,Millet,2006,,0,0
Harari,Oats,2006,14.5,16236,1120
Harari,Teff,2007,,0,0
Harari,Barely,2007,,0,0
Harari,Wheat,2007,64.59,72079,1116
Harari,Maize,2007,1366.38,2212699,1619
Harari,Sorghum,2007,5473.37,6386184,1167
Harari,Millet,2007,,0,0
Harari,Oats,2007,,0,0
Harari,Teff,2008,,0,0
Harari,Barely,2008,15.34,12078,787
Harari,Wheat,2008,36.61,36268,991
Harari,Maize,2008,1272.88,2111165,1659
Harari,Sorghum,2008,5712.8,6905515,1209
Harari,Millet,2008,,0,0
Harari,Oats,2008,,0,0
Harari,Teff,2009,,0,0
Harari,Barely,2009,,0,0
Harari,Wheat,2009,,0,0
Harari,Maize,2009,,0,0
Harari,Sorghum,2009,,0,0
Harari,Millet,2009,,0,0
Harari,Oats,2009,,0,0
Harari,Teff,2010,,0,0
Harari,Barely,2010,,0,0
Harari,Wheat,2010,246.78,444621,1802
Harari,Maize,2010,1425.18,1814219,1273
Harari,Sorghum,2010,6122.81,6776006,1107
Harari,Millet,2010,,0,0
Harari,Oats,2010,,0,0
Harari,Teff,2011,,0,0
Harari,Barely,2011,17.48,16636,952
Harari,Wheat,2011,116.51,140048,1202
Harari,Maize,2011,808.72,1620428,2004
Harari,Sorghum,2011,6762.14,10116300,1496
Harari,Millet,2011,,0,0
Harari,Oats,2011,,0,0
Harari,Teff,2012,,0,0
Harari,Barely,2012,25.26,20439,809
Harari,Wheat,2012,71.79,83108,1158
Harari,Maize,2012,2068.62,5337816,2580
Harari,Sorghum,2012,7701.89,14851094,1928
Harari,Millet,2012,,0,0
Harari,Oats,2012,,0,0
Harari,Teff,2013,,0,0
Harari,Barely,2013,,0,0
Harari,Wheat,2013,58.94,0,0
Harari,Maize,2013,1242.35,2741443,2207
Harari,Sorghum,2013,6871.85,8590388,1250
Harari,Millet,2013,,0,0
Harari,Oats,2013,,0,0
Harari,Teff,2014,,0,0
Harari,Barely,2014,,0,0
Harari,Wheat,2014,,0,0
Harari,Maize,2014,1401.38,3087611,2203
Harari,Sorghum,2014,6656.98,9725698,1461
Harari,Millet,2014,,0,0
Harari,Oats,2014,,0,0
Harari,Teff,2015,,0,0
Harari,Barely,2015,27.48,0,0
Harari,Wheat,2015,,0,0
Harari,Maize,2015,1300.31,2747185,2113
Harari,Sorghum,2015,7304.98,13368997,1830
Harari,Millet,2015,,0,0
Harari,Oats,2015,,0,0
Harari,Teff,2016,,0,0
Harari,Barely,2016,,0,0
Harari,Wheat,2016,,0,0
Harari,Maize,2016,1265.83,2100281,1659
Harari,Sorghum,2016,7496.5,12206534,1628
Harari,Millet,2016,,0,0
Harari,Oats,2016,,0,0
Harari,Teff,2017,,0,0
Harari,Barely,2017,,0,0
Harari,Wheat,2017,,0,0
Harari,Maize,2017,1407.76,3340244,2373
Harari,Sorghum,2017,7151.79,13052730,1825
Harari,Millet,2017,,0,0
Harari,Oats,2017,,0,0
Harari,Teff,2018,,0,0
Harari,Barely,2018,,0,0
Harari,Wheat,2018,,0,0
Harari,Maize,2018,1397.66,3382752,2420
Harari,Sorghum,2018,7316.23,13837675,1891
Harari,Millet,2018,,0,0
Harari,Oats,2018,,0,0
Harari,Teff,2019,,0,0
Harari,Barely,2019,,0,0
Harari,Wheat,2019,38.07,51437,1351
Harari,Maize,2019,1154.09,2500033,2166
Harari,Sorghum,2019,7991.36,14059021,1759
Harari,Millet,2019,,0,0
Harari,Oats,2019,,0,0
Harari,Teff,2020,,0,0
Harari,Barely,2020,,0,0
Harari,Wheat,2020,101.07,154222,1526
Harari,Maize,2020,1712.35,3963292,2315
Harari,Sorghum,2020,7942.01,16342561,2058
Harari,Millet,2020,,0,0
Harari,Oats,2020,,0,0
Harari,Teff,2021,,0,0
Harari,Barely,2021,,0,0
Harari,Wheat,2021,,0,0
Harari,Maize,2021,1315.09,3096809,2355
Harari,Sorghum,2021,8305.19,16844948,2028
Harari,Millet,2021,,0,0
Harari,Oats,2021,,0,0
Harari,Teff,2022,,20,167
Harari,Barely,2022,21,11970,570
Harari,Wheat,2022,246,376766,1528
Harari,Maize,2022,1802,5610311,3112
Harari,Sorghum,2022,6828,15076446,2208
Harari,Millet,2022,,0,0
Harari,Oats,2022,,0,0
DIRE DAWA,Teff,1996,,0,0
DIRE DAWA,Barely,1996,,0,0
DIRE DAWA,Wheat,1996,,0,0
DIRE DAWA,Maize,1996,230,0,0
DIRE DAWA,Sorghum,1996,7160,4329000,605
DIRE DAWA,Millet,1996,,0,0
DIRE DAWA,Oats,1996,,0,0
DIRE DAWA,Teff,1997,,0,0
DIRE DAWA,Barely,1997,,0,0
DIRE DAWA,Wheat,1997,,0,0
DIRE DAWA,Maize,1997,130,0,0
DIRE DAWA,Sorghum,1997,5460,6419000,1176
DIRE DAWA,Millet,1997,,0,0
DIRE DAWA,Oats,1997,,0,0
DIRE DAWA,Teff,1998,,0,0
DIRE DAWA,Barely,1998,,0,0
DIRE DAWA,Wheat,1998,,0,0
DIRE DAWA,Maize,1998,60,0,0
DIRE DAWA,Sorghum,1998,4430,3350000,756
DIRE DAWA,Millet,1998,,0,0
DIRE DAWA,Oats,1998,,0,0
DIRE DAWA,Teff,1999,,0,0
DIRE DAWA,Barely,1999,,0,0
DIRE DAWA,Wheat,1999,,0,0
DIRE DAWA,Maize,1999,180,131000,728
DIRE DAWA,Sorghum,1999,4940,5336000,1080
DIRE DAWA,Millet,1999,,0,0
DIRE DAWA,Oats,1999,,0,0
DIRE DAWA,Teff,2000,,0,0
DIRE DAWA,Barely,2000,,0,0
DIRE DAWA,Wheat,2000,,0,0
DIRE DAWA,Maize,2000,300,270000,900
DIRE DAWA,Sorghum,2000,5590,5701000,1020
DIRE DAWA,Millet,2000,,0,0
DIRE DAWA,Oats,2000,,0,0
DIRE DAWA,Teff,2001,,0,0
DIRE DAWA,Barely,2001,,0,0
DIRE DAWA,Wheat,2001,,0,0
DIRE DAWA,Maize,2001,370,410000,1108
DIRE DAWA,Sorghum,2001,7060,6424000,910
DIRE DAWA,Millet,2001,,0,0
DIRE DAWA,Oats,2001,,0,0
DIRE DAWA,Teff,2002,,0,0
DIRE DAWA,Barely,2002,,0,0
DIRE DAWA,Wheat,2002,,0,0
DIRE DAWA,Maize,2002,257.46,329987,1282
DIRE DAWA,Sorghum,2002,6160.24,8574942,1392
DIRE DAWA,Millet,2002,,0,0
DIRE DAWA,Oats,2002,,0,0
DIRE DAWA,Teff,2004,,0,0
DIRE DAWA,Barely,2004,,0,0
DIRE DAWA,Wheat,2004,,0,0
DIRE DAWA,Maize,2004,184,234900,1277
DIRE DAWA,Sorghum,2004,6647,7302600,1099
DIRE DAWA,Millet,2004,,0,0
DIRE DAWA,Oats,2004,,0,0
DIRE DAWA,Teff,2005,,0,0
DIRE DAWA,Barely,2005,,0,0
DIRE DAWA,Wheat,2005,,0,0
DIRE DAWA,Maize,2005,281,307100,1092
DIRE DAWA,Sorghum,2005,6892,4426100,642
DIRE DAWA,Millet,2005,,0,0
DIRE DAWA,Oats,2005,,0,0
DIRE DAWA,Teff,2006,,0,0
DIRE DAWA,Barely,2006,21.65,17158,793
DIRE DAWA,Wheat,2006,,0,0
DIRE DAWA,Maize,2006,106.41,129510,1217
DIRE DAWA,Sorghum,2006,7294.57,7380100,1012
DIRE DAWA,Millet,2006,,0,0
DIRE DAWA,Oats,2006,,0,0
DIRE DAWA,Teff,2007,,0,0
DIRE DAWA,Barely,2007,,0,0
DIRE DAWA,Wheat,2007,,0,0
DIRE DAWA,Maize,2007,335.48,374977,1118
DIRE DAWA,Sorghum,2007,7553.31,9368009,1240
DIRE DAWA,Millet,2007,,0,0
DIRE DAWA,Oats,2007,,0,0
DIRE DAWA,Teff,2008,,0,0
DIRE DAWA,Barely,2008,,0,0
DIRE DAWA,Wheat,2008,,0,0
DIRE DAWA,Maize,2008,284,559681,1971
DIRE DAWA,Sorghum,2008,7135.92,9432046,1322
DIRE DAWA,Millet,2008,,0,0
DIRE DAWA,Oats,2008,,0,0
DIRE DAWA,Teff,2009,,0,0
DIRE DAWA,Barely,2009,,0,0
DIRE DAWA,Wheat,2009,,0,0
DIRE DAWA,Maize,2009,,0,0
DIRE DAWA,Sorghum,2009,,0,0
DIRE DAWA,Millet,2009,,0,0
DIRE DAWA,Oats,2009,,0,0
DIRE DAWA,Teff,2010,,0,0
DIRE DAWA,Barely,2010,,0,0
DIRE DAWA,Wheat,2010,,0,0
DIRE DAWA,Maize,2010,443.76,623245,1404
DIRE DAWA,Sorghum,2010,9115.09,8821948,968
DIRE DAWA,Millet,2010,,0,0
DIRE DAWA,Oats,2010,,0,0
DIRE DAWA,Teff,2011,,0,0
DIRE DAWA,Barely,2011,,2811,0
DIRE DAWA,Wheat,2011,,0,0
DIRE DAWA,Maize,2011,320.34,505268,1577
DIRE DAWA,Sorghum,2011,8851.57,15282952,1727
DIRE DAWA,Millet,2011,,0,0
DIRE DAWA,Oats,2011,,0,0
DIRE DAWA,Teff,2012,,0,0
DIRE DAWA,Barely,2012,,0,0
DIRE DAWA,Wheat,2012,,0,0
DIRE DAWA,Maize,2012,219.02,374131,1708
DIRE DAWA,Sorghum,2012,9389.52,13811632,1471
DIRE DAWA,Millet,2012,,0,0
DIRE DAWA,Oats,2012,,0,0
DIRE DAWA,Teff,2013,,0,0
DIRE DAWA,Barely,2013,,0,0
DIRE DAWA,Wheat,2013,,0,0
DIRE DAWA,Maize,2013,270.55,403260,1491
DIRE DAWA,Sorghum,2013,9429.03,15412641,1635
DIRE DAWA,Millet,2013,,0,0
DIRE DAWA,Oats,2013,,0,0
DIRE DAWA,Teff,2014,,0,0
DIRE DAWA,Barely,2014,,0,0
DIRE DAWA,Wheat,2014,,0,0
DIRE DAWA,Maize,2014,316,591969,1873
DIRE DAWA,Sorghum,2014,10001.74,18144939,1814
DIRE DAWA,Millet,2014,,0,0
DIRE DAWA,Oats,2014,,0,0
DIRE DAWA,Teff,2015,,0,0
DIRE DAWA,Barely,2015,,0,0
DIRE DAWA,Wheat,2015,,0,0
DIRE DAWA,Maize,2015,371.07,747454,2014
DIRE DAWA,Sorghum,2015,9923.91,19479552,1963
DIRE DAWA,Millet,2015,,0,0
DIRE DAWA,Oats,2015,,0,0
DIRE DAWA,Teff,2016,,0,0
DIRE DAWA,Barely,2016,,0,0
DIRE DAWA,Wheat,2016,,0,0
DIRE DAWA,Maize,2016,294.22,416183,1415
DIRE DAWA,Sorghum,2016,9498.11,11238573,1183
DIRE DAWA,Millet,2016,,0,0
DIRE DAWA,Oats,2016,,0,0
DIRE DAWA,Teff,2017,,0,0
DIRE DAWA,Barely,2017,,0,0
DIRE DAWA,Wheat,2017,,0,0
DIRE DAWA,Maize,2017,240.02,499129,2080
DIRE DAWA,Sorghum,2017,10507.78,20889029,1988
DIRE DAWA,Millet,2017,,0,0
DIRE DAWA,Oats,2017,,0,0
DIRE DAWA,Teff,2018,,0,0
DIRE DAWA,Barely,2018,,0,0
DIRE DAWA,Wheat,2018,,0,0
DIRE DAWA,Maize,2018,304.17,629635,2070
DIRE DAWA,Sorghum,2018,10820.72,20879988,1930
DIRE DAWA,Millet,2018,,0,0
DIRE DAWA,Oats,2018,,0,0
DIRE DAWA,Teff,2019,,0,0
DIRE DAWA,Barely,2019,,0,0
DIRE DAWA,Wheat,2019,,0,0
DIRE DAWA,Maize,2019,204.4,275387,1347
DIRE DAWA,Sorghum,2019,10914.71,17128287,1569
DIRE DAWA,Millet,2019,,0,0
DIRE DAWA,Oats,2019,,0,0
DIRE DAWA,Teff,2020,,0,0
DIRE DAWA,Barely,2020,,0,0
DIRE DAWA,Wheat,2020,,0,0
DIRE DAWA,Maize,2020,282.34,397247,1407
DIRE DAWA,Sorghum,2020,11126.18,22143704,1990
DIRE DAWA,Millet,2020,,0,0
DIRE DAWA,Oats,2020,,0,0
DIRE DAWA,Teff,2021,,0,0
DIRE DAWA,Barely,2021,,0,0
DIRE DAWA,Wheat,2021,,0,0
DIRE DAWA,Maize,2021,250.86,380477,1517
DIRE DAWA,Sorghum,2021,11241.97,11611922,1033
DIRE DAWA,Millet,2021,,0,0
DIRE DAWA,Oats,2021,,0,0
DIRE DAWA,Teff,2022,,0,0
DIRE DAWA,Barely,2022,,0,0
DIRE DAWA,Wheat,2022,,0,0
DIRE DAWA,Maize,2022,725,1353733,1865
DIRE DAWA,Sorghum,2022,9117,9381999,1029
DIRE DAWA,Millet,2022,,0,0
DIRE DAWA,Oats,2022,,0,0
